2018-01-09 15:34:58 INFO  Login:108 - Login successful: admin
2018-01-17 15:41:20 INFO  Login:108 - Login successful: admin
2018-01-17 16:43:17 INFO  Login:108 - Login successful: admin
2018-01-17 16:44:34 ERROR Home:103 - [org.apache.zookeeper.KeeperException.create(KeeperException.java:111), org.apache.zookeeper.KeeperException.create(KeeperException.java:51), org.apache.zookeeper.ZooKeeper.getChildren(ZooKeeper.java:1468), org.apache.zookeeper.ZooKeeper.getChildren(ZooKeeper.java:1496), com.deem.zkui.utils.ZooKeeperUtil.listNodeEntries(ZooKeeperUtil.java:255), com.deem.zkui.controller.Home.doGet(Home.java:79), javax.servlet.http.HttpServlet.service(HttpServlet.java:687), javax.servlet.http.HttpServlet.service(HttpServlet.java:790), org.eclipse.jetty.servlet.ServletHolder.handle(ServletHolder.java:698), org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1564), com.deem.zkui.filter.AuthFilter.doFilter(AuthFilter.java:63), org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1544), org.eclipse.jetty.servlet.ServletHandler.doHandle(ServletHandler.java:524), org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:138), org.eclipse.jetty.security.SecurityHandler.handle(SecurityHandler.java:568), org.eclipse.jetty.server.session.SessionHandler.doHandle(SessionHandler.java:221), org.eclipse.jetty.server.handler.ContextHandler.doHandle(ContextHandler.java:1105), org.eclipse.jetty.servlet.ServletHandler.doScope(ServletHandler.java:453), org.eclipse.jetty.server.session.SessionHandler.doScope(SessionHandler.java:183), org.eclipse.jetty.server.handler.ContextHandler.doScope(ContextHandler.java:1039), org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:136), org.eclipse.jetty.server.handler.HandlerList.handle(HandlerList.java:52), org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:97), org.eclipse.jetty.server.Server.handle(Server.java:445), org.eclipse.jetty.server.HttpChannel.handle(HttpChannel.java:277), org.eclipse.jetty.server.HttpConnection.onFillable(HttpConnection.java:216), org.eclipse.jetty.io.AbstractConnection$1.run(AbstractConnection.java:505), org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:601), org.eclipse.jetty.util.thread.QueuedThreadPool$3.run(QueuedThreadPool.java:532), java.lang.Thread.run(Thread.java:745)]
2018-01-17 16:44:34 ERROR ServletUtil:76 - Error :KeeperErrorCode = NoNode for /appconfig/hosts
2018-01-17 16:46:13 ERROR Dao:95 - [org.javalite.activejdbc.DB.checkExistingConnection(DB.java:162), org.javalite.activejdbc.DB.open(DB.java:61), org.javalite.activejdbc.Base.open(Base.java:51), com.deem.zkui.dao.Dao.open(Dao.java:40), com.deem.zkui.dao.Dao.insertHistory(Dao.java:82), com.deem.zkui.controller.Home.doPost(Home.java:150), javax.servlet.http.HttpServlet.service(HttpServlet.java:707), javax.servlet.http.HttpServlet.service(HttpServlet.java:790), org.eclipse.jetty.servlet.ServletHolder.handle(ServletHolder.java:698), org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1564), com.deem.zkui.filter.AuthFilter.doFilter(AuthFilter.java:63), org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1544), org.eclipse.jetty.servlet.ServletHandler.doHandle(ServletHandler.java:524), org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:138), org.eclipse.jetty.security.SecurityHandler.handle(SecurityHandler.java:568), org.eclipse.jetty.server.session.SessionHandler.doHandle(SessionHandler.java:221), org.eclipse.jetty.server.handler.ContextHandler.doHandle(ContextHandler.java:1105), org.eclipse.jetty.servlet.ServletHandler.doScope(ServletHandler.java:453), org.eclipse.jetty.server.session.SessionHandler.doScope(SessionHandler.java:183), org.eclipse.jetty.server.handler.ContextHandler.doScope(ContextHandler.java:1039), org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:136), org.eclipse.jetty.server.handler.HandlerList.handle(HandlerList.java:52), org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:97), org.eclipse.jetty.server.Server.handle(Server.java:445), org.eclipse.jetty.server.HttpChannel.handle(HttpChannel.java:277), org.eclipse.jetty.server.HttpConnection.onFillable(HttpConnection.java:216), org.eclipse.jetty.io.AbstractConnection$1.run(AbstractConnection.java:505), org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:601), org.eclipse.jetty.util.thread.QueuedThreadPool$3.run(QueuedThreadPool.java:532), java.lang.Thread.run(Thread.java:745)]
2018-01-17 16:46:20 ERROR Dao:95 - [org.javalite.activejdbc.ModelFinder.findModels(ModelFinder.java:43), org.javalite.activejdbc.Registry.init(Registry.java:130), org.javalite.activejdbc.Model.getMetaModel(Model.java:58), org.javalite.activejdbc.Model.getMetaModelLocal(Model.java:959), org.javalite.activejdbc.Model.set(Model.java:209), org.javalite.activejdbc.Model.setString(Model.java:1240), com.deem.zkui.domain.History.setChangeUser(History.java:47), com.deem.zkui.dao.Dao.insertHistory(Dao.java:88), com.deem.zkui.controller.Home.doPost(Home.java:179), javax.servlet.http.HttpServlet.service(HttpServlet.java:707), javax.servlet.http.HttpServlet.service(HttpServlet.java:790), org.eclipse.jetty.servlet.ServletHolder.handle(ServletHolder.java:698), org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1564), com.deem.zkui.filter.AuthFilter.doFilter(AuthFilter.java:63), org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1544), org.eclipse.jetty.servlet.ServletHandler.doHandle(ServletHandler.java:524), org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:138), org.eclipse.jetty.security.SecurityHandler.handle(SecurityHandler.java:568), org.eclipse.jetty.server.session.SessionHandler.doHandle(SessionHandler.java:221), org.eclipse.jetty.server.handler.ContextHandler.doHandle(ContextHandler.java:1105), org.eclipse.jetty.servlet.ServletHandler.doScope(ServletHandler.java:453), org.eclipse.jetty.server.session.SessionHandler.doScope(SessionHandler.java:183), org.eclipse.jetty.server.handler.ContextHandler.doScope(ContextHandler.java:1039), org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:136), org.eclipse.jetty.server.handler.HandlerList.handle(HandlerList.java:52), org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:97), org.eclipse.jetty.server.Server.handle(Server.java:445), org.eclipse.jetty.server.HttpChannel.handle(HttpChannel.java:277), org.eclipse.jetty.server.HttpConnection.onFillable(HttpConnection.java:216), org.eclipse.jetty.io.AbstractConnection$1.run(AbstractConnection.java:505), org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:601), org.eclipse.jetty.util.thread.QueuedThreadPool$3.run(QueuedThreadPool.java:532), java.lang.Thread.run(Thread.java:745)]
2018-01-17 16:51:54 INFO  Login:108 - Login successful: admin
2018-01-17 16:51:57 ERROR Home:103 - [org.apache.zookeeper.KeeperException.create(KeeperException.java:111), org.apache.zookeeper.KeeperException.create(KeeperException.java:51), org.apache.zookeeper.ZooKeeper.getChildren(ZooKeeper.java:1468), org.apache.zookeeper.ZooKeeper.getChildren(ZooKeeper.java:1496), com.deem.zkui.utils.ZooKeeperUtil.listNodeEntries(ZooKeeperUtil.java:255), com.deem.zkui.controller.Home.doGet(Home.java:79), javax.servlet.http.HttpServlet.service(HttpServlet.java:687), javax.servlet.http.HttpServlet.service(HttpServlet.java:790), org.eclipse.jetty.servlet.ServletHolder.handle(ServletHolder.java:698), org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1564), com.deem.zkui.filter.AuthFilter.doFilter(AuthFilter.java:63), org.eclipse.jetty.servlet.ServletHandler$CachedChain.doFilter(ServletHandler.java:1544), org.eclipse.jetty.servlet.ServletHandler.doHandle(ServletHandler.java:524), org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:138), org.eclipse.jetty.security.SecurityHandler.handle(SecurityHandler.java:568), org.eclipse.jetty.server.session.SessionHandler.doHandle(SessionHandler.java:221), org.eclipse.jetty.server.handler.ContextHandler.doHandle(ContextHandler.java:1105), org.eclipse.jetty.servlet.ServletHandler.doScope(ServletHandler.java:453), org.eclipse.jetty.server.session.SessionHandler.doScope(SessionHandler.java:183), org.eclipse.jetty.server.handler.ContextHandler.doScope(ContextHandler.java:1039), org.eclipse.jetty.server.handler.ScopedHandler.handle(ScopedHandler.java:136), org.eclipse.jetty.server.handler.HandlerList.handle(HandlerList.java:52), org.eclipse.jetty.server.handler.HandlerWrapper.handle(HandlerWrapper.java:97), org.eclipse.jetty.server.Server.handle(Server.java:445), org.eclipse.jetty.server.HttpChannel.handle(HttpChannel.java:277), org.eclipse.jetty.server.HttpConnection.onFillable(HttpConnection.java:216), org.eclipse.jetty.io.AbstractConnection$1.run(AbstractConnection.java:505), org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:601), org.eclipse.jetty.util.thread.QueuedThreadPool$3.run(QueuedThreadPool.java:532), java.lang.Thread.run(Thread.java:745)]
2018-01-17 16:51:57 ERROR ServletUtil:76 - Error :KeeperErrorCode = NoNode for /appconfig/hosts
2018-01-17 17:31:55 INFO  Login:108 - Login successful: admin
